rndm,id,created_at,favorite_count,favorited,retweeted,text,timestamp_ms,Support
118383,6.96E+17,Sun Feb 07 19:58:46 +0000 2016,0,FALSE,FALSE,"RT@jacksonbruggs:I vote #BRONCOS! Who do you think will win #SB50? Pick a team to enter the #NFLonXbox #Sweepstakes.
https://t.co/VvkuaUnpNY",1.45E+12,Broncos
118514,6.96E+17,Sun Feb 07 19:58:49 +0000 2016,0,FALSE,FALSE,RT @LeanandCuisine: Nah I already bought the sauce https://t.co/Myaqo3sqTo,1.45E+12,Neutral
118540,6.96E+17,Sun Feb 07 19:58:50 +0000 2016,0,FALSE,FALSE,RT @ConnieNorton13: RT during the big game fryer shot at a big gain.  #esuranceSweepstakes #SB50,1.45E+12,Neutral
118783,6.96E+17,Sun Feb 07 19:58:55 +0000 2016,0,FALSE,FALSE,"RT@Steve_Stuck:ESPN loses over 400k subscribers in month of January #SB50 #NFL 
https://t.co/VATCgYkxFl",1.45E+12,Neutral
118997,6.96E+17,Sun Feb 07 19:59:00 +0000 2016,0,FALSE,FALSE,RT @WORIDSTARHIPH0P: Panthers hitting the dab for Super Bowl 50 team photo 😂 https://t.co/IYzZU1VUKf,1.45E+12,Panthers
119163,6.96E+17,Sun Feb 07 19:59:03 +0000 2016,0,FALSE,FALSE,RT @mediocentroEN: Unreal if Peyton dabs on Cam Newton,1.45E+12,Broncos
119278,6.96E+17,Sun Feb 07 19:59:06 +0000 2016,0,FALSE,FALSE,"@Gymshark heart says broncos, head says Panthers!! @CameronNewton is an athletic freak and the Panthers D is too strong.",1.45E+12,Panthers
119293,6.96E+17,Sun Feb 07 19:59:06 +0000 2016,0,FALSE,FALSE,Am going for the panthers that my team the brockes is a loser,1.45E+12,Panthers
119812,6.96E+17,Sun Feb 07 19:59:17 +0000 2016,0,FALSE,FALSE,"#SB50 Ready 😄😆💓 
Let's go #Broncos ! 
Too bad my Pats didn't make it this year..But there's always next year 👌 https://t.co/KTvp71o2Fm",1.45E+12,Neutral
120344,6.96E+17,Sun Feb 07 19:59:29 +0000 2016,0,FALSE,FALSE,RT @W0RIDSTARFANS: Panthers hitting the dab for Super Bowl 50 team photo 😂 https://t.co/stiQR3ojWc,1.45E+12,Panthers
120370,6.96E+17,Sun Feb 07 19:59:29 +0000 2016,0,FALSE,FALSE,RT @bellecali_xo: #EsuranceSweepstakes #SB50 Is it snack time yet?,1.45E+12,Neutral
120398,6.96E+17,Sun Feb 07 19:59:30 +0000 2016,0,FALSE,FALSE,"RT @NFLonCBS: Levitating football = awesome

They're even watching #SB50 in space. https://t.co/56BV1qhpyO",1.45E+12,Neutral
121128,6.96E+17,Sun Feb 07 19:59:45 +0000 2016,0,FALSE,FALSE,Ready for Superbowl 50 #SuperBowl #NFL  #CARvsDEN,1.45E+12,Neutral
121532,6.96E+17,Sun Feb 07 19:59:55 +0000 2016,0,FALSE,FALSE,"RT @koreasuicide: If you feel sorry for Peyton Manning when the Panthers cave his skull in today, remember, he is a maxed out donator to Je…",1.45E+12,Panthers
121766,6.96E+17,Sun Feb 07 19:59:59 +0000 2016,0,FALSE,FALSE,38-27 Carolina Panthers,1.45E+12,Panthers
121849,6.96E+17,Sun Feb 07 20:00:01 +0000 2016,0,FALSE,FALSE,"TODAY!
Gasolina #SuperBowl All Day Happy Hour!!! at El Paraiso Restaurant &amp; Bar
Jarra de Sangriiia $12.99
Yarda... https://t.co/TCoQEdDGVR",1.45E+12,Neutral
122257,6.96E+17,Sun Feb 07 20:00:10 +0000 2016,0,FALSE,FALSE,"Sam Hunt is singing House Party on ""Super Bowl Today"" and wearing a Falcons hat. Weird seeing Falcons gear at a Super Bowl. #SuperBowlSunday",1.45E+12,Neutral
122742,6.96E+17,Sun Feb 07 20:00:20 +0000 2016,0,FALSE,FALSE,"RT @J_Ceniza: Ready for #SuperBowlSunday. #AppleWatch is festive thanks to Watch Widgets #football #tech

https://t.co/ErC32LJvFL https://t…",1.45E+12,Neutral
122752,6.96E+17,Sun Feb 07 20:00:20 +0000 2016,0,FALSE,FALSE,lets go Panthers #DabOnEm #SB50,1.45E+12,Panthers
123651,6.96E+17,Sun Feb 07 20:00:39 +0000 2016,0,FALSE,FALSE,I will be enjoying about 20 of those  https://t.co/TjVRaTKpDa,1.45E+12,Neutral
124116,6.96E+17,Sun Feb 07 20:00:48 +0000 2016,0,FALSE,FALSE,Crazy crowds at supermarket before the #SuperBowl kickoff! Thank you @lindawfox10 for braving crowds for cole slaw! https://t.co/zCxfrrSDI3,1.45E+12,Neutral
124384,6.96E+17,Sun Feb 07 20:00:54 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/2wGpFtQn26,1.45E+12,Panthers
124708,6.96E+17,Sun Feb 07 20:01:01 +0000 2016,0,FALSE,FALSE,RT @kevinfelder: Love it! Retweet! #KeepPounding #SuperBowlSunday cc: @WLTX @DarciWLTX @AndreaMockWLTX #SB50  https://t.co/W6mDUNJmLC,1.45E+12,Panthers
124917,6.96E+17,Sun Feb 07 20:01:05 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/WONhlGaBzK,1.45E+12,Panthers
125229,6.96E+17,Sun Feb 07 20:01:12 +0000 2016,0,FALSE,FALSE,"RT @WorIdStarComedy: Take your pick. Super Bowl 50 

RT - Panthers
Fav - Broncos https://t.co/kPbC887M9U",1.45E+12,Neutral
125282,6.96E+17,Sun Feb 07 20:01:13 +0000 2016,0,FALSE,FALSE,They're even watching #SB50 in space. https://t.co/WvTpZzmpIT,1.45E+12,Neutral
125475,6.96E+17,Sun Feb 07 20:01:17 +0000 2016,0,FALSE,FALSE,"RT @SeanyFootball: Retweet for the Panthers.
Like for the Broncos.
#SB50 #KeepPounding #BroncosCountry https://t.co/ULj8dEs8Fo",1.45E+12,Panthers
127116,6.96E+17,Sun Feb 07 20:01:52 +0000 2016,0,FALSE,FALSE,@RealPilarLastra I hope you and your father have a blast today at #SB50 he's the best because that's exactly what he deserves GO CAROLINA,1.45E+12,Panthers
127574,6.96E+17,Sun Feb 07 20:02:02 +0000 2016,0,FALSE,FALSE,#Catholic Atlanta Falcons Linebacker Paul Worrilow Reveals Secret to Beating the Carolina Panthers https://t.co/gr905yfBKt #SuperBowl50,1.45E+12,Broncos
127602,6.96E+17,Sun Feb 07 20:02:02 +0000 2016,0,FALSE,FALSE,Video in 5!!!! #SuperBowlSunday #YouTube,1.45E+12,Neutral
127894,6.96E+17,Sun Feb 07 20:02:08 +0000 2016,0,FALSE,FALSE,"RT @WORIDSTARHIPH0P: Take your pick. Super Bowl 50 

RT - Panthers
Fav - Broncos https://t.co/oCOXvwpYny",1.45E+12,Neutral
128019,6.96E+17,Sun Feb 07 20:02:11 +0000 2016,0,FALSE,FALSE,"RT @MakaiClothingCo: #SuperBowlSunday Giveaway! 🏈🎉🐢😊

2 $50 Gift Cards! Winners announced at midnight!

Must RT &amp; Follow to win! https://t.…",1.45E+12,Neutral
128380,6.96E+17,Sun Feb 07 20:02:19 +0000 2016,0,FALSE,FALSE,"RT @mashable: Note to #SuperBowl ads: don't kill off gerbils, robots or kids unless you want make this list of the worst ever. https://t.co…",1.45E+12,Neutral
128511,6.96E+17,Sun Feb 07 20:02:21 +0000 2016,0,FALSE,FALSE,"RT @NFLUK: Anything planned for tonight? Cancel it.

#SB50 should be the only thing in your diary! Just hurry up 11.30pm! https://t.co/e9UW…",1.45E+12,Neutral
128868,6.96E+17,Sun Feb 07 20:02:29 +0000 2016,0,FALSE,FALSE,How many wings do you eat during the #SuperBowl ? I know I can devour a platter by myself lol Thank God for ranch 😅 #SuperBowlSunday,1.45E+12,Neutral
129170,6.96E+17,Sun Feb 07 20:02:35 +0000 2016,0,FALSE,FALSE,RT @wsl: Game on. 🏈 #SB50 Photo by Eric MacDonell / @coastalwatch https://t.co/fvJdFaaJh5,1.45E+12,Neutral
129768,6.96E+17,Sun Feb 07 20:02:48 +0000 2016,0,FALSE,FALSE,RT @BrunoMars: We were gonna rock suits but I changed my mind. We posted in the Bay so it's Hammer Time! #Woop #SB50,1.45E+12,Neutral
129813,6.96E+17,Sun Feb 07 20:02:49 +0000 2016,0,FALSE,FALSE,RT @WORLDSTARC0MEDY: Panthers hitting the dab for Super Bowl 50 team photo 😂 https://t.co/3F2CwYpjXa,1.45E+12,Panthers
130023,6.96E+17,Sun Feb 07 20:02:53 +0000 2016,0,FALSE,FALSE,"Discover more about trend ""Peyton Manning"" at: https://t.co/LrvjmNGgXg",1.45E+12,Neutral
130349,6.96E+17,Sun Feb 07 20:03:00 +0000 2016,0,FALSE,FALSE,RT @Franklin_Graham: These quotes might not make ESPN but some of the guys playing in #SB50 today know Christ is the real game changer! htt…,1.45E+12,Neutral
130695,6.96E+17,Sun Feb 07 20:03:08 +0000 2016,0,FALSE,FALSE,"RT @WORIDSTARHIPH0P: Take your pick. Super Bowl 50 

RT - Panthers
Fav - Broncos https://t.co/oCOXvwpYny",1.45E+12,Neutral
131132,6.96E+17,Sun Feb 07 20:03:17 +0000 2016,0,FALSE,FALSE,RT @Panthers: A special guest will serve as the #KeepPounding Drummer for #SB50 https://t.co/s9Q5dfddML,1.45E+12,Panthers
131652,6.96E+17,Sun Feb 07 20:03:28 +0000 2016,0,FALSE,FALSE,"RT @NFL: .@ladygaga.
National Anthem. 

Sunday: https://t.co/4xSKqRwm6F #SB50 https://t.co/yaVvrAS1L7",1.45E+12,Neutral
132396,6.96E+17,Sun Feb 07 20:03:43 +0000 2016,0,FALSE,FALSE,RT @peta: Over 300 million chickens were killed for the 1.3 billion wings going to be eaten this #SuperBowlSunday. #TryVegan https://t.co/N…,1.45E+12,Neutral
133031,6.96E+17,Sun Feb 07 20:03:57 +0000 2016,0,FALSE,FALSE,I think the @Broncos will win #SB50! #SBFanVote #Broncos https://t.co/6JYMbQVcFb,1.45E+12,Broncos
134418,6.96E+17,Sun Feb 07 20:04:27 +0000 2016,0,FALSE,FALSE,RT @WORIDSTARHIPH0P: Panthers hitting the dab for Super Bowl 50 team photo 😂 https://t.co/IYzZU1VUKf,1.45E+12,Panthers
134519,6.96E+17,Sun Feb 07 20:04:29 +0000 2016,0,FALSE,FALSE,https://t.co/zOOvTvtP21 North Carolina Governor Pat McCrory and Colorado Governor John...  #Panthers #Broncos #North #News,1.45E+12,Neutral
134957,6.96E+17,Sun Feb 07 20:04:38 +0000 2016,0,FALSE,FALSE,"Panthers 2 Broncos 3🏈
What's everyone else's predictions?!?",1.45E+12,Broncos
135076,6.96E+17,Sun Feb 07 20:04:41 +0000 2016,0,FALSE,FALSE,RT @MakingMOMMYHOOD: @esurance  I can't wait for #SB50  I'm counting down the minutes!!! 🏈 HUT HUT Pass!! @ashendricks80  #EsuranceSweepsta…,1.45E+12,Neutral
135143,6.96E+17,Sun Feb 07 20:04:42 +0000 2016,0,FALSE,FALSE,"RT @WORLDSTARVlNE: SUPER BOWL 50 - WHO YALL GOT?

RT: PANTHERS
LIKE: BRONCOS https://t.co/oRaNUb98A1",1.45E+12,Neutral
135428,6.96E+17,Sun Feb 07 20:04:48 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/GXXbLkCCfg,1.45E+12,Panthers
137106,6.96E+17,Sun Feb 07 20:05:24 +0000 2016,0,FALSE,FALSE,RT @WORIDSTARHIPH0P: Panthers hitting the dab for Super Bowl 50 team photo 😂 https://t.co/IYzZU1VUKf,1.45E+12,Panthers
137177,6.96E+17,Sun Feb 07 20:05:26 +0000 2016,0,FALSE,FALSE,Getting ready for the game #Superbowl #Cake https://t.co/B1nXcm8tQH,1.45E+12,Neutral
137484,6.96E+17,Sun Feb 07 20:05:32 +0000 2016,0,FALSE,FALSE,@Steveyflett I think so but can't shake the feeling Broncos will make an upset,1.45E+12,Broncos
138378,6.96E+17,Sun Feb 07 20:05:51 +0000 2016,0,FALSE,FALSE,I think the @Broncos will win #SB50! #SBFanVote #Broncos https://t.co/byk5YnEMcY,1.45E+12,Broncos
138511,6.96E+17,Sun Feb 07 20:05:54 +0000 2016,0,FALSE,FALSE,RT @TomBradysEgo: Panthers fans https://t.co/ZAE2NOiKXq,1.45E+12,Panthers
138571,6.96E+17,Sun Feb 07 20:05:55 +0000 2016,0,FALSE,FALSE,The Greedy Bastards !! #SuperBowlSunday https://t.co/zBb7D7dPUR,1.45E+12,Neutral
138764,6.96E+17,Sun Feb 07 20:05:59 +0000 2016,0,FALSE,FALSE,"RT @NFL: ""You're going to see that entire stadium, 70,000 people dabbing!"" #SB50 #KeepPounding  https://t.co/gDzkIbeZ2Z",1.45E+12,Panthers
139333,6.96E+17,Sun Feb 07 20:06:12 +0000 2016,0,FALSE,FALSE,RT @Snoopy: Getting ready for kick off. 🏈 #SuperBowl https://t.co/pM54jk3GVh,1.45E+12,Neutral
139377,6.96E+17,Sun Feb 07 20:06:13 +0000 2016,0,FALSE,FALSE,RT @peta: Over 300 million chickens were killed for the 1.3 billion wings going to be eaten this #SuperBowlSunday. #TryVegan https://t.co/N…,1.45E+12,Neutral
140522,6.96E+17,Sun Feb 07 20:06:38 +0000 2016,0,FALSE,FALSE,RT @Amberskye33: Time for my annual football viewing  - and by that I mean Debbie Reynolds in this musical: 🏈🏈🏈  https://t.co/e0GC49O8Ba #S…,1.45E+12,Neutral
140987,6.96E+17,Sun Feb 07 20:06:48 +0000 2016,0,FALSE,FALSE,RT @_MikeSinatra: RT @peta: Over 300 million chickens were killed for the 1.3 billion wings going to be eaten this #SuperBowlSunday. https:…,1.45E+12,Neutral
141455,6.96E+17,Sun Feb 07 20:06:58 +0000 2016,0,FALSE,FALSE,RT @AlfredoFlores: The calm before the storm. Let's go #Broncos! #SuperBowl #sb50 🏈 https://t.co/YhuZu2aG35 https://t.co/2RfFS9dvRi,1.45E+12,Broncos
141496,6.96E+17,Sun Feb 07 20:06:58 +0000 2016,0,FALSE,FALSE,RT @PLAYBOISHAWTY: Wings sound bomb af rn tbh  https://t.co/QHo77GpKkr,1.45E+12,Neutral
141529,6.96E+17,Sun Feb 07 20:06:59 +0000 2016,0,FALSE,FALSE,"RT @WORLDSTARVlNE: SUPER BOWL 50 - WHO YALL GOT?

RT: PANTHERS
LIKE: BRONCOS https://t.co/oRaNUb98A1",1.45E+12,Neutral
142742,6.96E+17,Sun Feb 07 20:07:26 +0000 2016,0,FALSE,FALSE,RT @Panthers: A special guest will serve as the #KeepPounding Drummer for #SB50 https://t.co/s9Q5dfddML,1.45E+12,Panthers
142876,6.96E+17,Sun Feb 07 20:07:29 +0000 2016,0,FALSE,FALSE,"RT @Panthers: This sign sits in the #Panthers locker room. 

#SB50 #KeepPounding https://t.co/XTu6izRif1",1.45E+12,Panthers
143153,6.96E+17,Sun Feb 07 20:07:34 +0000 2016,0,FALSE,FALSE,RT @HeinzKetchup_US: Show your Family Pride! Vote for the Heinz Wiener Stampede #SB50 ad here:https://t.co/Wq9lfWtEvi #AdMeter https://t.co…,1.45E+12,Neutral
143159,6.96E+17,Sun Feb 07 20:07:35 +0000 2016,0,FALSE,FALSE,RT @mal_412: Pre gaming #Superbowl,1.45E+12,Neutral
143717,6.96E+17,Sun Feb 07 20:07:47 +0000 2016,0,FALSE,FALSE,"RT @ESPNNFL: The Denver Broncos will play in their 8th Super Bowl, tied for most ever (PIT, NE, DAL). https://t.co/oTNm6aZkYN",1.45E+12,Neutral
143764,6.96E+17,Sun Feb 07 20:07:48 +0000 2016,0,FALSE,FALSE,"RT @WORIDSTARHIPHOP: Take your pick. Super Bowl 50 

RT - Panthers
Fav - Broncos https://t.co/mxELkdsYzh",1.45E+12,Panthers
143982,6.96E+17,Sun Feb 07 20:07:53 +0000 2016,0,FALSE,FALSE,RT @CreativeGrenade: Who's winning tonight? https://t.co/itm3BlnAIq,1.45E+12,Neutral
144142,6.96E+17,Sun Feb 07 20:07:56 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/m3EmlI9l6l,1.45E+12,Panthers
144417,6.96E+17,Sun Feb 07 20:08:02 +0000 2016,0,FALSE,FALSE,North Carolina Panthers !,1.45E+12,Panthers
144710,6.96E+17,Sun Feb 07 20:08:08 +0000 2016,0,FALSE,FALSE,"RT @Justin_Demeuse: Like- broncos
Retweet-panthers
🏈🏈",1.45E+12,Broncos
144917,6.96E+17,Sun Feb 07 20:08:13 +0000 2016,0,FALSE,FALSE,RT @_MikeSinatra: RT @peta: Over 300 million chickens were killed for the 1.3 billion wings going to be eaten this #SuperBowlSunday. https:…,1.45E+12,Neutral
144952,6.96E+17,Sun Feb 07 20:08:13 +0000 2016,0,FALSE,FALSE,#PapaJohns and  #SuperBowlSunday makes sure y'all be looking out for #cupovaflo vol1,1.45E+12,Neutral
145151,6.96E+17,Sun Feb 07 20:08:18 +0000 2016,0,FALSE,FALSE,RT @ChristyGeorge10: @Esurance is giving away $1M+ RT #EsuranceSweepstakes for a shot at $50K. #SB50,1.45E+12,Neutral
145427,6.96E+17,Sun Feb 07 20:08:23 +0000 2016,0,FALSE,FALSE,"Super bowl Sunday, Go Broncos 🐴 🏈 #ship #superbowl50 #broncos https://t.co/WDJIP9arZh",1.45E+12,Broncos
145562,6.96E+17,Sun Feb 07 20:08:26 +0000 2016,0,FALSE,FALSE,Today is the day we win it all. Go @Panthers! 💙 #KeepPounding #SB50,1.45E+12,Panthers
146121,6.96E+17,Sun Feb 07 20:08:39 +0000 2016,0,FALSE,FALSE,RT @HussSrour: RT “@peta: Over 300 million chickens were killed for the 1.3 billion wings going to be eaten this #SuperBowlSunday” https://…,1.45E+12,Neutral
146221,6.96E+17,Sun Feb 07 20:08:40 +0000 2016,0,FALSE,FALSE,Ready for the game!! #sb50 #broncos https://t.co/3ys6mIbwjN,1.45E+12,Broncos
146514,6.96E+17,Sun Feb 07 20:08:47 +0000 2016,0,FALSE,FALSE,😭😭😭😭😭 RT @Retro_Spectro_: Hopefully they keep my boy lebron as starting runnerback because if not then the panthers are taking that L,1.45E+12,Neutral
146621,6.96E+17,Sun Feb 07 20:08:49 +0000 2016,0,FALSE,FALSE,Keep dabbin #Panthers  https://t.co/26BSBj568o,1.45E+12,Panthers
146644,6.96E+17,Sun Feb 07 20:08:50 +0000 2016,0,FALSE,FALSE,I think the @Broncos will win #SB50! #SBFanVote #Broncos https://t.co/Pp040j8OlE,1.45E+12,Broncos
147322,6.96E+17,Sun Feb 07 20:09:05 +0000 2016,0,FALSE,FALSE,RT @IAmSteveHarvey: Hey man someone needs to #BALLOGIZE today and it aint gonna be me this time. No sir. #SB50 https://t.co/FSxN7c4Kpq,1.45E+12,Neutral
148823,6.96E+17,Sun Feb 07 20:09:37 +0000 2016,0,FALSE,FALSE,@BISSELLclean @BISSELLPets #PetHappens Oh Yes May have some spills today! #SB50,1.45E+12,Neutral
149223,6.96E+17,Sun Feb 07 20:09:46 +0000 2016,0,FALSE,FALSE,#KeepPounding! I’m taking the Panthers to win Super Bowl 50. #SBVote @SportsCenter https://t.co/xcLyWmGkuQ,1.45E+12,Panthers
149793,6.96E+17,Sun Feb 07 20:09:58 +0000 2016,0,FALSE,FALSE,I want the Broncos to win bc it's Peyton Manning last game but I think Carolinas gonna win,1.45E+12,Neutral
150423,6.96E+17,Sun Feb 07 20:10:11 +0000 2016,0,FALSE,FALSE,My Tofu LOVES @Friskies 😻😻😻 https://t.co/qcr5yr793k,1.45E+12,Neutral
151380,6.96E+17,Sun Feb 07 20:10:32 +0000 2016,0,FALSE,FALSE,"RT @vinnycrack: chickens have 2 wings 
300 million x 2 = 600 million
I'm about to each 100 wings today cause you a lying ass bitch https://…",1.45E+12,Neutral
151529,6.96E+17,Sun Feb 07 20:10:35 +0000 2016,0,FALSE,FALSE,"LIBERTY by @KimHeadlee is a fantastic story.
Ancient Rome historical romance #MFRWOrg #IAN1 #BYNR #SB50 https://t.co/3E9WGF9FfW",1.45E+12,Neutral
152838,6.96E+17,Sun Feb 07 20:11:02 +0000 2016,0,FALSE,FALSE,"people of Palestine…
#SB50
#10YearsofAmazingPhil
#CHEMUN
#Formation
#UFCVegas
#HockeyDay
#1yearsinceOTRA
#CamNewton https://t.co/ne0cIqq8Cc",1.45E+12,Neutral
153517,6.96E+17,Sun Feb 07 20:11:18 +0000 2016,0,FALSE,FALSE,RT @Panthers: A special guest will serve as the #KeepPounding Drummer for #SB50 https://t.co/s9Q5dfddML,1.45E+12,Panthers
153988,6.96E+17,Sun Feb 07 20:11:28 +0000 2016,0,FALSE,FALSE,RT @TheRock: Yessir. Have fun in that national spotlight. #RockPose #SB50  https://t.co/dQd4bFvvvC,1.45E+12,Neutral
153991,6.96E+17,Sun Feb 07 20:11:28 +0000 2016,0,FALSE,FALSE,RT @coldplay: 24 hours to go (and there will be rather more people watching this time). #SB50 #PepsiHalftime https://t.co/7uSLcMrf0R,1.45E+12,Neutral
154577,6.96E+17,Sun Feb 07 20:11:40 +0000 2016,0,FALSE,FALSE,Excited for tonight's #SB50 party! @AboutTimeMag @aladyinlondon @ALICETATE_ @fabricofmylife @onlyinsf @Mathuluxe 💜 https://t.co/3zKooNe38G,1.45E+12,Neutral
154789,6.96E+17,Sun Feb 07 20:11:46 +0000 2016,0,FALSE,FALSE,Got $520 on this game tonight lets go @Panthers,1.45E+12,Panthers
154883,6.96E+17,Sun Feb 07 20:11:48 +0000 2016,0,FALSE,FALSE,RT @Cohen_Spencer: @pollywollymak @AnneStull #HarmonyGameDay #SB50 #EsuranceSweepstakes  omg i need to be on my name! Son not happy,1.45E+12,Neutral
155092,6.96E+17,Sun Feb 07 20:11:52 +0000 2016,0,FALSE,FALSE,"RT @vmagazine: ""Need a ride to the game, Gaga?"" #SuperBowl 🏈📞 https://t.co/4PIvWXkE47",1.45E+12,Neutral
155716,6.96E+17,Sun Feb 07 20:12:05 +0000 2016,0,FALSE,FALSE,RT @SportsCenter: Carolina is pulling out all the stops for #SB50... (via @Panthers) https://t.co/Gd9OLl6S9Y,1.45E+12,Panthers
156261,6.96E+17,Sun Feb 07 20:12:17 +0000 2016,0,FALSE,FALSE,Thank you for the sacrifice  https://t.co/JOkxYUcsFm,1.45E+12,Neutral
156353,6.96E+17,Sun Feb 07 20:12:19 +0000 2016,0,FALSE,FALSE,RT @HogwartsLogic: I don't care about the #SuperBowl because the last time I cared about a big sporting event Voldemort returned and Cedric…,1.45E+12,Neutral
156404,6.96E+17,Sun Feb 07 20:12:20 +0000 2016,0,FALSE,FALSE,Let's go PANTHERS!!!  Hoping they bring the Lombardi trophy back to the Carolina's!!,1.45E+12,Panthers
156519,6.96E+17,Sun Feb 07 20:12:22 +0000 2016,0,FALSE,FALSE,Super Bowl tonight😝😝😝hoping Panthers give out a spanking,1.45E+12,Panthers
156592,6.96E+17,Sun Feb 07 20:12:23 +0000 2016,0,FALSE,FALSE,All set  #SB50 https://t.co/ZatTnU6hNL,1.45E+12,Neutral
156655,6.96E+17,Sun Feb 07 20:12:25 +0000 2016,0,FALSE,FALSE,RT &amp; the alien may grant your wish to win a trip. #AvosInSpace #SB50 #ad @avosfrommexico - https://t.co/VYihZwBPZP https://t.co/9T67rcYwxw,1.45E+12,Neutral
156752,6.96E+17,Sun Feb 07 20:12:27 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/eRHqzQlZZS,1.45E+12,Panthers
156757,6.96E+17,Sun Feb 07 20:12:28 +0000 2016,0,FALSE,FALSE,Orange Crush! I’m taking the #Broncos to win Super Bowl 50. #SBVote https://t.co/hzWhcdJ6Kf https://t.co/G6Y37dUkS7,1.45E+12,Broncos
157973,6.96E+17,Sun Feb 07 20:12:53 +0000 2016,0,FALSE,FALSE,😂 he muhhhfuckinnn tideeee https://t.co/5HyCpLftVq,1.45E+12,Neutral
158518,6.96E+17,Sun Feb 07 20:13:05 +0000 2016,0,FALSE,FALSE,"RT @SportsFaceoffs: Who's gonna win Super Bowl 50?
▪️RT for Carolina Panthers
▪️LIKE for Denver Broncos https://t.co/eVRlpzrRg9",1.45E+12,Neutral
158853,6.96E+17,Sun Feb 07 20:13:12 +0000 2016,0,FALSE,FALSE,I’ve got the @Panthers winning #SB50! #SBFanVote #KeepPounding https://t.co/zdcqQUzJ2n,1.45E+12,Panthers
158854,6.96E+17,Sun Feb 07 20:13:12 +0000 2016,0,FALSE,FALSE,"RT @nflnetwork: (•_•)
&lt;)   )╯#SB50 
 /    \

\(•_•)
 (   (&gt; Is
 /    \

 (•_•)
&lt;)   )&gt;  Here!!
 /    \",1.45E+12,Neutral
158954,6.96E+17,Sun Feb 07 20:13:14 +0000 2016,0,FALSE,FALSE,lol.. I doubt they care  https://t.co/WYaz8FDdwd,1.45E+12,Neutral
159742,6.96E+17,Sun Feb 07 20:13:30 +0000 2016,0,FALSE,FALSE,My princess is ready for our #broncos #SB50 https://t.co/d8D3GD82gx,1.45E+12,Broncos
159908,6.96E+17,Sun Feb 07 20:13:34 +0000 2016,0,FALSE,FALSE,"RT @theBoobyfairy: ❤#BooBieS #TeTas #TiTs❤
#SuperBowlSunday
Titty Slap https://t.co/xBfxHyFE2f",1.45E+12,Neutral
159981,6.96E+17,Sun Feb 07 20:13:36 +0000 2016,0,FALSE,FALSE,"We have Carolina Jerseys,  Broncos jerseys and Broncos cheerleader dresses in stock! All sizes!… https://t.co/KP9K6CIFIu",1.45E+12,Broncos
160464,6.96E+17,Sun Feb 07 20:13:46 +0000 2016,0,FALSE,FALSE,RT @aniello_piro: What is the #SuperBowl ? We are watching the NUGGETS today baby! #Nuggets @nuggets,1.45E+12,Neutral
160626,6.96E+17,Sun Feb 07 20:13:50 +0000 2016,0,FALSE,FALSE,"RT @JohnMiceli15: RT if you've have Cam and the Panthers ""dabbing"" their way to victory tonight. https://t.co/G5DTJcpO4I",1.45E+12,Panthers
161722,6.96E+17,Sun Feb 07 20:14:13 +0000 2016,0,FALSE,FALSE,RT @musicnews_shade: Lace front too.. Of course. #SB50 https://t.co/fmyuPhZsBq,1.45E+12,Neutral
162270,6.96E+17,Sun Feb 07 20:14:25 +0000 2016,0,FALSE,FALSE,"RT @madisonpettis: I got a really big team, they need some really big rings 💍👊🏼🏈 #TheGamePlan #SuperBowlSunday https://t.co/ucC2aX0nww",1.45E+12,Neutral
162300,6.96E+17,Sun Feb 07 20:14:25 +0000 2016,0,FALSE,FALSE,RT @ATLSportsNate: And it taste soooooooo goooooooooood https://t.co/7JfoMTS3sJ,1.45E+12,Neutral
163033,6.96E+17,Sun Feb 07 20:14:41 +0000 2016,0,FALSE,FALSE,I'm getting fuuuuucked up son. Go Panthers!,1.45E+12,Panthers
163093,6.96E+17,Sun Feb 07 20:14:42 +0000 2016,0,FALSE,FALSE,RT @TorontoArgos: We'd like to wish @Panthers LB &amp; 100th Grey Cup champ Marcus Ball good luck in the Super Bowl tonight! #SB50 #Argos https…,1.45E+12,Panthers
163598,6.96E+17,Sun Feb 07 20:14:53 +0000 2016,0,FALSE,FALSE,RT @BarkPost: RT if you'd rather watch puppies romp around on a field than grown men in spandex #PuppyBowl #SuperBowlSunday https://t.co/CD…,1.45E+12,Neutral
164045,6.96E+17,Sun Feb 07 20:15:03 +0000 2016,0,FALSE,FALSE,i hate the broncos bc of sanders,1.45E+12,Broncos
164285,6.96E+17,Sun Feb 07 20:15:07 +0000 2016,0,FALSE,FALSE,🏉 designer #footballs auction thru 14feb benefit @NFLFoundation https://t.co/HwTUpI7os6 #SB50 @SuperBowl50 https://t.co/5gfSCKuRSm,1.45E+12,Neutral
